country,name,capacity_mw,latitude,longitude,primary_fuel,commissioning_year
AFG,Kajaki Hydroelectric Power Plant Afghanistan,33.0,32.322,65.119,Hydro,
AFG,Kandahar DOG,10.0,31.67,65.795,Solar,
AFG,Kandahar JOL,10.0,31.623,65.792,Solar,
AFG,Mahipar Hydroelectric Power Plant Afghanistan,66.0,34.556,69.4787,Hydro,
AFG,Naghlu Dam Hydroelectric Power Plant Afghanistan,100.0,34.641,69.717,Hydro,
AFG,Nangarhar (Darunta) Hydroelectric Power Plant Afghanistan,11.55,34.4847,70.3633,Hydro,
AFG,Northwest Kabul Power Plant Afghanistan,42.0,34.5638,69.1134,Gas,
AFG,Pul-e-Khumri Hydroelectric Power Plant Afghanistan,6.0,35.9416,68.71,Hydro,
AFG,Sarobi Dam Hydroelectric Power Plant Afghanistan,22.0,34.5865,69.7757,Hydro,
ALB,Bistrica 1,27.0,39.9116,20.1047,Hydro,1965
ALB,Fierza,500.0,42.2514,20.0431,Hydro,1978
ALB,Koman,600.0,42.1033,19.8224,Hydro,1985
ALB,Lanabregas,5.0,41.3428,19.8964,Hydro,1951
ALB,Shkopet,24.0,41.6796,19.8305,Hydro,1963
ALB,Ulez,25.0,41.6796,19.8936,Hydro,1958
ALB,Vau i Dijes,250.0,42.0137,19.6359,Hydro,1971
ALB,Vlora,98.0,40.4874,19.434,Other,
DZA,Adrar,20.0,27.908,-0.317,Solar,
DZA,Ain Azel,20.0,35.88,5.475,Solar,
DZA,Ain Djasser,520.0,35.8665,6.0262,Gas,
DZA,Ain Sekhouna,20.0,34.532,0.804,Solar,
DZA,Ain el Ibel I,20.0,34.346,3.164,Solar,
DZA,Ain el Ibel II,53.0,34.342,3.169,Solar,
DZA,Ain el Melh,20.0,34.861,4.204,Solar,
DZA,Algerie Sud-Ouest,43.5,27.908,-0.317,Solar,
DZA,Annaba,71.0,36.8924,7.7634,Gas,2010
DZA,Aoulef,5.0,26.9989,1.3351,Solar,
DZA,Arbaa,560.0,36.5988,3.1375,Gas,2010
DZA,Bir Rebaa,10.0,31.285,8.565,Solar,
DZA,Boufarik 1,100.0,36.5914,2.9223,Gas,1980
DZA,Boufarik 2,450.0,36.596,2.878,Gas,2016
DZA,Boutelilis,450.0,35.5658,-0.9386,Gas,2016
DZA,Chelghoum El Aïd,15.0,36.225,6.11,Solar,
DZA,El Kheneg,60.0,33.727,2.811,Solar,
DZA,F'Krina,292.0,35.7666,7.3619,Gas,
DZA,HPC Ouargla,30.0,32.602,5.834,Solar,
DZA,Hadjret Ennous,1200.0,36.5767,2.0797,Gas,2009
DZA,Hamma 2,418.0,36.7489,3.0823,Gas,
DZA,Hassi Messaoud Mobile,72.0,31.6703,6.0531,Gas,2013
DZA,Hassi Messoud,600.0,31.6703,6.0531,Gas,2015
DZA,Hassi Messoud Nord 2,200.0,31.7877,6.0517,Gas,1988
DZA,Hassi Messoud Ouest,492.0,31.8065,5.9924,Gas,
DZA,Hassi R'mel ISCC,20.0,33.123,3.356,Solar,
DZA,Hauts Plateaux Centre,106.6,34.342,3.169,Solar,
DZA,Hauts Plateaux Est,73.8,35.68,5.9861,Solar,
DZA,Ighil Emda,24.0,36.4739,5.2719,Hydro,1952
DZA,In Salah,5.0,27.183,2.504,Solar,
DZA,Jijel,588.0,36.8139,5.876,Gas,
DZA,Kahrama IPP,345.0,35.8064,-0.2476,Gas,
DZA,Koudiet Eddraouch,1200.0,36.885,8.0778,Gas,2013
DZA,Labiodh Sidi Cheikh,20.0,32.945,0.555,Solar,
DZA,Labreg,396.0,34.5056,6.9848,Gas,2015
DZA,Marsat,840.0,35.8,-0.1924,Gas,
DZA,Marsat TG,184.0,35.8,-0.1924,Gas,
DZA,Msila 1,980.0,35.7071,4.4804,Gas,
DZA,Naâma,19.9,33.274,-0.372,Solar,
DZA,Oued El Kebrit,15.0,35.919,7.87,Solar,
DZA,Oued el Ma,20.0,35.68,5.9861,Solar,
DZA,Ras Djinet,672.0,36.8509,3.6983,Gas,
DZA,Ras el Oued,20.0,36.01,5.035,Solar,
DZA,Ravin Blanc,73.0,35.7095,-0.6319,Gas,1974
DZA,Reggane,5.0,26.768,0.137,Solar,
DZA,Relizane,465.0,35.7835,0.5407,Gas,2010
DZA,SKB IPP,484.0,36.1399,2.9296,Gas,2007
DZA,SKS IPP SNC Lavalin,815.0,36.8789,6.9366,Gas,2006
DZA,SPP1 Thermal,150.0,32.9475,3.238,Gas,2011
DZA,Skikda,262.0,36.88,6.935,Gas,1975
DZA,Tamanrasset,13.0,22.849,5.45,Solar,
DZA,Terga,1200.0,35.4608,-1.2295,Gas,2013
DZA,Tiaret,300.0,35.3396,1.3562,Gas,
DZA,Tilghemt 1,200.0,33.1319,3.348,Gas,1980
DZA,Tilghemt 2,600.0,33.1377,3.3678,Gas,2016
DZA,Timimoun,9.0,29.22,0.223,Solar,
DZA,Tindouf,9.0,27.752,-8.154,Solar,
DZA,Télagh,12.0,34.692,-0.601,Solar,
DZA,Zaouiet Kounta,6.0,27.241,-0.174,Solar,
AGO,Biopio,22.8,-12.4706,13.7319,Oil,
AGO,Biopio (hydro),14.6,-12.4706,13.7319,Hydro,
AGO,Cambambe,180.0,-9.7523,14.4809,Hydro,
AGO,Capanda,520.0,-9.7955,15.4672,Hydro,
AGO,Cazenga,132.0,-8.8383,13.2344,Gas,
AGO,Huambo,16.26,-12.76,15.75,Oil,
AGO,Lobito,20.0,-12.37,13.57,Gas,
AGO,Luanda Diesel,58.0,-8.8383,13.2344,Oil,
AGO,Luanda Refinery,18.5,-8.8383,13.2344,Oil,
AGO,Malongo,10.0,-5.55,12.2,Oil,
AGO,Matala,40.0,-14.7333,15.0333,Hydro,
AGO,Namibe,11.68,-15.1961,12.1522,Gas,
AGO,Rio Luachimo,16.0,-7.3,20.85,Hydro,
AGO,Xitoto,11.34,-15.3333,15.0,Oil,
ATA,McMurdo Station Generator,6.6,-77.847,166.6605,Oil,1981
ATA,Ross Island,1.0,-77.8428,166.7271,Wind,
ARG,AGUA DEL CAJON (AUTOGENERADOR DEL MEM),479.2,-38.9368,-68.3556,Other,1997
ARG,AGUA DEL CAJON (GENERADOR DEL MEM),192.0,-38.9368,-68.3556,Gas,1993
ARG,AGUA DEL TORO,130.0,-34.5792,-68.9892,Hydro,1982
ARG,ALICURA,1050.0,-40.58,-70.7489,Hydro,1987
ARG,ALMIRANTE BROWN,25.0,-34.8386,-58.4033,Oil,
ARG,ALTO VALLE,97.5,-38.9524,-68.0218,Gas,1969
ARG,ALUMINE,1.9,-39.2145,-70.9157,Oil,
ARG,ALVAREZ CONDARCO,50.7,-33.0452,-69.0516,Hydro,2003
ARG,ARROYITO,128.0,-39.1009,-68.5982,Hydro,1977
ARG,ATUCHA I,370.0,-33.967,-59.2059,Nuclear,1974
ARG,ATUCHA II,745.0,-33.9674,-59.2045,Nuclear,2014
ARG,BANDERA,31.0,-23.8219,-64.7847,Oil,
ARG,BARILOCHE (PUERTO  MORENO),5.74,-41.1167,-71.4167,Oil,
ARG,BENJAMIN REOLIN,38.4,-32.1883,-64.3233,Hydro,1966
ARG,BERNARDO  DE IRIGOYEN,2.1,-26.2545,-53.6469,Oil,
ARG,C.T. RUFINO,31.9,-34.2605,-62.7107,Oil,
ARG,C.T. SAN VICENTE,27.6,-35.0241,-58.4237,Oil,
ARG,CAA CATI,1.42,-27.7534,-57.6205,Oil,
ARG,CABRA CORRAL,102.0,-25.2712,-65.3298,Hydro,1978
ARG,CACHEUTA (NUEVA),120.0,-33.0291,-69.1109,Hydro,2002
ARG,CACHI,1.07,-25.1089,-66.2106,Oil,
ARG,CAFAYATE,4.18,-26.0715,-65.9876,Oil,
ARG,CAPITAL CATAMARCA - PREDIO CHOYA,5.73,-28.4537,-65.7841,Oil,
ARG,CAPITAL CATAMARCA - PREDIO EX CARCEL,7.08,-28.4773,-65.7872,Oil,
ARG,CAPITAL CATAMARCA - PREDIO RIPIERA,4.68,-28.4684,-65.7797,Oil,
ARG,CASA DE PIEDRA,60.0,-38.2143,-67.1908,Hydro,1996
ARG,CASSAFFOUSTH,17.28,-31.3992,-64.2006,Hydro,1953
ARG,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,620.0,-38.7872,-62.2536,Coal,1990
ARG,CENTRAL LOMA DE LA LATA SA,540.0,-38.5127,-68.6048,Gas,1999
ARG,CENTRAL PARQUE INDUSTRIAL LA BANDA,11.23,-38.062,-67.9463,Oil,
ARG,CENTRAL T.GENELBA,673.6,-34.9027,-58.7334,Gas,1997
ARG,CENTRAL T.GENELBA PLUS,164.55,-34.9027,-58.7334,Gas,
ARG,CENTRAL TERMICA BRIGADIER LOPEZ (ENARSA),280.0,-31.7112,-60.7811,Gas,2013
ARG,CENTRAL TERMICA DE CICLO COMBINADO SALTA,643.0,-24.7456,-65.0513,Gas,1999
ARG,CENTRAL TERMICA GÜEMES SA,361.0,-24.6894,-65.0425,Coal,1993
ARG,CENTRAL TERMICA LA BANDA,32.0,-27.7528,-64.2655,Gas,
ARG,CENTRAL TERMICA PIQUIRENDA SA,30.44,-22.3497,-63.7664,Oil,2010
ARG,CENTRAL TERMICA REMEDIOS DE ESCALADA,25.0,-34.7208,-58.3881,Oil,
ARG,CENTRAL TERMOELECTRICA GUILLERMO BROWN,524.0,-34.6268,-58.5438,Gas,
ARG,CENTRAL TERMOELECTRICA MANUEL BELGRANO,868.2,-24.6894,-65.0425,Gas,2008
ARG,CENTRAL TERMOELECTRICA TIMBUES,865.14,-32.5778,-60.791,Gas,2008
ARG,CH LOS CARACOLES,121.4,-31.5192,-68.9814,Hydro,2009
ARG,CHILECITO,5.0,-29.1578,-67.5069,Oil,
ARG,CHIMBERA 1,2.0,-31.9881,-68.5402,Solar,
ARG,CIPOLLETTI,5.78,-38.9121,-67.9427,Hydro,1954
ARG,COMANDANTE ANDRESITO,2.37,-25.6669,-54.0419,Oil,
ARG,COMODORO RIVADAVIA,141.02,-25.9913,-54.6278,Gas,1990
ARG,COMODORO RIVADAVIA - ANTONIO MORAN,16.56,-45.8467,-67.4964,Wind,
ARG,CORRIENTES,1.4,-27.4708,-58.8042,Oil,
ARG,COSTANERA,1982.2,-34.626,-58.3393,Coal,1983
ARG,CRUZ DE PIEDRA,17.94,-33.0349,-68.7971,Gas,1969
ARG,CRUZ DEL EJE,5.05,-30.7636,-64.7538,Oil,1943
ARG,CT 13 DE JULIO,26.0,-32.1613,-64.1537,Gas,
ARG,CT ALEM,15.0,-43.0907,-65.2298,Oil,
ARG,CT ALUMINE,6.3,-38.8706,-70.5753,Oil,
ARG,CT ARISTOBULO DEL VALLE,15.0,-27.0922,-54.8625,Oil,
ARG,CT ARRECIFES,20.0,-34.0414,-60.1297,Oil,
ARG,CT AÑATUYA,19.2,-28.4431,-62.8569,Oil,
ARG,CT AÑATUYA II,11.5,-28.4431,-62.8569,Oil,
ARG,CT BARILOCHE,20.0,-41.1497,-71.2633,Oil,
ARG,CT BELL VILLE,15.62,-32.6103,-62.6864,Oil,
ARG,CT BRAGADO,49.8,-35.1364,-60.4311,Gas,
ARG,CT CAPITAN SARMIENTO,5.0,-34.1636,-59.7683,Oil,
ARG,CT CATAMARCA,19.2,-28.4706,-65.7647,Oil,
ARG,CT CAVIAHUE,5.0,-38.0528,-70.6136,Oil,
ARG,CT CERES,18.0,-29.8883,-61.9297,Oil,
ARG,CT CHARATA,19.4,-27.2369,-61.1939,Oil,
ARG,CT CHILECITO,10.0,-29.1581,-67.5072,Oil,
ARG,CT CIPOLLETTI,5.0,-38.9133,-67.9414,Oil,
ARG,CT COLON BUENOS AIRES,15.3,-33.9222,-61.0769,Oil,
ARG,CT CONCEPCION DEL URUGUAY,41.78,-32.4767,-58.2672,Gas,
ARG,CT CORRIENTES,20.0,-27.4708,-58.8042,Oil,
ARG,CT ECOENERGIA (PETROBRAS),13.2,-38.6871,-62.3961,Coal,
ARG,CT ENSENADA DE BARRAGAN,567.0,-34.8597,-57.9557,Gas,
ARG,CT ESQUINA,16.5,-30.055,-59.5294,Oil,
ARG,CT FORMOSA II,30.0,-26.1764,-58.2094,Oil,
ARG,CT GENERAL VILLEGAS,23.49,-35.0347,-62.9981,Oil,
ARG,CT GOYA,13.0,-29.1583,-59.2728,Oil,
ARG,CT INDEPENDENCIA,120.0,-26.8666,-65.2247,Gas,1995
ARG,CT INGENIERO JUAREZ,4.0,-23.9078,-61.8342,Oil,
ARG,CT INTA CATAMARCA,7.04,-28.4733,-65.7275,Oil,
ARG,CT ISLA VERDE,24.5,-33.2425,-62.395,Oil,
ARG,CT JUAN JOSE CASTELLI,15.0,-25.9564,-60.6204,Oil,
ARG,CT JUNIN,22.0,-34.5708,-60.9161,Oil,
ARG,CT LA PLATA,40.4,-34.9344,-58.016,Oil,
ARG,CT LA RIOJA DELIVERY,19.2,-29.3811,-66.8325,Oil,
ARG,CT LA RIOJA SUR,10.0,-29.3808,-66.8319,Oil,
ARG,CT LAGUNA BLANCA,7.0,-25.1286,-58.2597,Oil,
ARG,CT LAS ARMAS,10.4,-37.0781,-57.8181,Gas,
ARG,CT LAS ARMAS II,23.37,-37.0781,-57.8181,Gas,
ARG,CT LAS PALMAS,6.0,-27.0289,-58.6997,Oil,
ARG,CT LIBERTADOR GENERAL SAN MARTIN,15.0,-40.8421,-68.0869,Oil,
ARG,CT LINCOLN,15.0,-34.8578,-61.5206,Oil,
ARG,CT LOBOS,15.69,-35.1917,-59.0808,Oil,
ARG,CT MAGDALENA,25.0,-35.1001,-57.4839,Oil,
ARG,CT MATHEU,41.0,-34.3931,-58.8372,Gas,
ARG,CT MEDANITOS (RINCON DE LOS SAUCES),32.0,-37.4102,-68.9,Oil,
ARG,CT MIRAMAR I,20.0,-38.2472,-57.8242,Oil,
ARG,CT OLAVARRIA,38.8,-36.9439,-60.2361,Gas,
ARG,CT ORAN,15.0,-23.1258,-64.3069,Oil,
ARG,CT PARANA,40.0,-31.7764,-60.4553,Gas,
ARG,CT PARQUE INDUSTRIAL CATAMARCA,15.0,-28.5339,-65.7997,Oil,
ARG,CT PASO DE LA PATRIA,7.2,-27.3236,-58.5667,Oil,
ARG,CT PEHUAJO,22.4,-35.8336,-61.8758,Oil,
ARG,CT PINAMAR,21.0,-37.0953,-56.8789,Gas,
ARG,CT PIRANE,16.25,-25.6786,-59.0756,Oil,
ARG,CT PLUSPETROL NORTE,246.0,-26.9955,-65.166,Gas,2002
ARG,CT RAFAELA,19.2,-31.2567,-61.5203,Oil,
ARG,CT REALICO,24.0,-35.055,-64.2406,Oil,
ARG,CT ROCA,130.0,-31.8919,-60.0106,Gas,1995
ARG,CT SAENZ PEÑA  I,20.0,-26.8156,-60.4114,Oil,
ARG,CT SAENZ PEÑA  II,15.0,-26.8153,-60.4125,Oil,
ARG,CT SALTO,22.5,-27.4597,-65.6055,Oil,
ARG,CT SAN MARTIN NORTE III,5.1,-34.5252,-58.6206,Oil,
ARG,CT SAN MIGUEL DE TUCUMAN,396.62,-26.9955,-65.166,Gas,1999
ARG,CT SAN MIGUEL NORTE III,11.5,-34.5252,-58.6206,Oil,
ARG,CT SANTA ROSA,6.0,-28.2628,-58.0006,Oil,
ARG,CT TARTAGAL,10.0,-22.5406,-63.8056,Oil,
ARG,CT TEREVINTOS,8.0,-28.4289,-65.7878,Oil,
ARG,CT TINOGASTA,15.0,-28.0486,-67.5667,Oil,
ARG,CT TUCUMAN,438.0,-26.9955,-65.166,Gas,1998
ARG,CT VENADO TUERTO,19.2,-33.7736,-61.9564,Oil,
ARG,CT VIALE,10.0,-31.8919,-60.0106,Oil,
ARG,CT VILLA ANGELA,15.0,-27.5808,-60.7094,Oil,
ARG,CT VILLA REGINA,5.0,-39.0872,-67.0881,Oil,
ARG,CUESTA DEL VIENTO,10.55,-30.1833,-69.0667,Hydro,1997
ARG,Cafayate,80.0,-26.04,-65.93,Solar,
ARG,Caldenes del Oeste,30.0,-33.61,-65.445,Solar,
ARG,Cauchari,300.0,-23.8,-66.8,Solar,
ARG,DEAN FUNES,70.12,-31.3934,-64.2059,Gas,1967
ARG,DIQUE,68.44,-34.8902,-57.933,Gas,1969
ARG,DOCK SUD,872.3,-34.6533,-58.342,Gas,1999
ARG,EL CADILLAL,14.0,-26.6156,-65.1929,Hydro,1966
ARG,EL CARRIZAL,17.0,-33.2993,-68.7199,Hydro,1971
ARG,EL CHOCON,1200.0,-39.2577,-68.7483,Hydro,1975
ARG,EL TIGRE,14.4,-34.61,-68.6136,Hydro,1989
ARG,EL TUNAL,11.0,-25.2323,-64.4762,Hydro,1972
ARG,EMBALSE,648.0,-32.2316,-64.4422,Nuclear,1984
ARG,ESCABA,24.0,-27.6589,-65.7633,Hydro,1956
ARG,ESQUINA,2.22,-30.0102,-59.5321,Oil,
ARG,EX CENTRAL BUENOS AIRES,321.0,-34.627,-58.3382,Gas,
ARG,FILO MORADO,67.5,-37.2742,-69.652,Gas,
ARG,FITZ SIMON,10.8,-32.1784,-64.4207,Hydro,1943
ARG,FLORENTINO AMEGHINO,60.0,-43.6996,-66.4815,Hydro,1963
ARG,FUTALEUFU,472.0,-43.1288,-71.63,Hydro,1978
ARG,GENERACION FRIAS SA,60.0,-28.6072,-65.1228,Gas,2015
ARG,GENERAL ACHA,1.8,-37.4309,-64.716,Wind,
ARG,GENERAL LEVALLE,72.78,-34.0364,-63.9217,Gas,
ARG,GENERAL SAN MARTIN,6.0,-33.0449,-68.9219,Hydro,1950
ARG,GOYA,1.33,-29.1388,-59.2277,Oil,
ARG,GOYA (ELECTROPATAGONIA SA),17.3,-29.1388,-59.2277,Gas,
ARG,GUILLERMO CESPEDES,5.2,-39.56,-65.6817,Hydro,1963
ARG,H. PICHI PICUN LEUFU,285.0,-40.012,-69.9918,Hydro,1999
ARG,ISLA VERDE,3.12,-33.2422,-62.3946,Oil,
ARG,ITA IBATE,1.05,-27.4252,-57.3341,Oil,
ARG,ITUZAINGO,1.33,-27.5785,-56.6726,Oil,
ARG,Iglesia-Guañizuil,80.0,-30.34,-69.27,Solar,
ARG,JULIAN  ROMERO,6.2,-38.8367,-68.038,Hydro,
ARG,LA CRUZ,1.33,-29.1762,-56.6394,Oil,
ARG,LA PLATA COGENERACION,128.0,-34.889,-57.9206,Gas,1997
ARG,LA RIOJA,42.0,-29.3823,-66.8325,Oil,
ARG,LA TABLADA,22.15,-27.4184,-55.9097,Gas,1969
ARG,LA VIÑA,16.0,-31.8708,-65.0349,Hydro,1958
ARG,LAS MADERAS,30.0,-24.4438,-65.2203,Hydro,
ARG,LOS CORONELES (EX 25  DE MAYO),6.6,-34.6,-68.5285,Hydro,1970
ARG,LOS MOLINOS I,59.04,-31.838,-64.4452,Hydro,1957
ARG,LOS MOLINOS II,4.5,-31.838,-64.4452,Hydro,1958
ARG,LOS QUIROGA,2.5,-27.6509,-64.3618,Hydro,1963
ARG,LOS REYUNOS,224.0,-34.6028,-68.6383,Hydro,1983
ARG,LUJAN DE CUYO,549.76,-33.0551,-68.981,Gas,1988
ARG,MAR DE AJO,34.0,-36.7208,-63.1977,Gas,
ARG,MAR DEL PLATA (9 DE JULIO),201.3,-38.0495,-57.546,Gas,
ARG,MAYOR BURATOVICH,2.02,-39.2291,-62.6497,Wind,
ARG,MBURUCUYA,1.04,-28.0441,-58.2285,Oil,
ARG,MERCEDES,2.31,-29.1808,-58.0793,Oil,
ARG,MODESTO MARANZANA,250.0,-33.1608,-64.3656,Gas,2003
ARG,NECOCHEA,206.0,-38.5785,-58.7108,Coal,1968
ARG,NIHUIL I,74.24,-34.9907,-68.6237,Hydro,1957
ARG,NIHUIL II,133.12,-34.9039,-68.6177,Hydro,1968
ARG,NIHUIL III,52.0,-34.8821,-68.576,Hydro,1972
ARG,NIHUIL IV,22.4,-34.833,-68.5168,Hydro,1965
ARG,NUEVA ESPERANZA,3.38,-26.2072,-64.2477,Oil,
ARG,NUEVO PUERTO,1217.7,-34.5721,-58.3835,Gas,1988
ARG,OBERA (TG Nº21 FIAT ),17.2,-27.5019,-55.1245,Gas,
ARG,ORENSE,1.72,-38.6851,-59.7804,Oil,
ARG,PARANA,845.26,-33.3549,-60.1718,Other,2001
ARG,PARQUE EOLICO ARAUCO SAPEM I,25.2,-28.6684,-66.7524,Wind,
ARG,PARQUE EOLICO ARAUCO SAPEM II,25.2,-28.6684,-66.7524,Wind,
ARG,PARQUE EOLICO DIADEMA,6.3,-45.7458,-67.6953,Wind,
ARG,PARQUE EOLICO EL TORDILLO,3.0,-45.8507,-67.9081,Wind,
ARG,PARQUE EOLICO LOMA BLANCA IV (ENARSA),50.0,-43.0907,-65.2298,Wind,
ARG,PARQUE EOLICO RAWSON I (ENARSA),48.6,-43.3522,-65.1734,Wind,
ARG,PARQUE EOLICO RAWSON II (ENARSA),28.8,-43.3522,-65.1734,Wind,
ARG,PASO DE LOS LIBRES,2.14,-29.7148,-57.0933,Oil,
ARG,PATAGONIA,123.7,-45.7934,-67.5145,Gas,2001
ARG,PERUGORRIA,1.11,-29.34,-58.6077,Oil,
ARG,PICO TRUNCADO - JORGE ROMANUTTI,2.4,-46.8065,-67.9808,Wind,
ARG,PICO TRUNCADO I,45.6,-46.7842,-67.9498,Gas,
ARG,PIEDRA DEL AGUILA (CPSA),1400.0,-31.6651,-63.8314,Hydro,1993
ARG,PIEDRAS MORAS,6.3,-32.1675,-64.2438,Hydro,1995
ARG,PILAR  BICENTENARIO,467.0,-31.6651,-63.8314,Gas,2010
ARG,PILAR ZANICHELLI,216.0,-31.6662,-63.8344,Coal,1971
ARG,PLANICIE BANDERITA,472.0,-28.5339,-65.7997,Hydro,1979
ARG,PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1,1.2,-31.3891,-68.6752,Solar,
ARG,PRESIDENTE SARMIENTO,31.5,-31.5129,-68.5399,Gas,
ARG,PUEBLO VIEJO,19.2,-27.1149,-65.7523,Hydro,1967
ARG,PUERTO MADRYN,42.0,-42.7069,-65.1048,Gas,
ARG,PUERTO NUEVO,589.0,-34.5754,-58.3788,Coal,1965
ARG,PUNTA ALTA - CENTENARIO,1.8,-38.7833,-61.8984,Wind,
ARG,QUEBRADA DE ULLUM,45.0,-31.2567,-61.5203,Hydro,1981
ARG,RIO CORRALITO,13.2,-24.983,-65.686,Hydro,1962
ARG,RIO CUARTO,35.57,-33.1614,-64.3649,Gas,1974
ARG,RIO GRANDE,750.0,-53.7862,-67.7222,Hydro,1986
ARG,RIO HONDO,19.0,-27.5225,-64.8861,Hydro,1976
ARG,SALTO ANDERSEN,7.9,-38.8244,-64.8296,Hydro,2012
ARG,SALTO GRANDE (MITAD ARGENTINA),945.0,-31.3891,-68.6752,Hydro,1980
ARG,SAN FRANCISCO,40.0,-31.4391,-62.1119,Gas,1978
ARG,SAN MARTIN DE LOS ANDES,4.22,-40.1511,-71.334,Oil,
ARG,SAN NICOLAS,644.0,-33.3562,-60.1729,Coal,1965
ARG,SAN PEDRO,2.22,-26.6253,-54.1102,Oil,
ARG,SAN ROQUE,26.0,-31.3533,-64.3938,Hydro,1944
ARG,SANTA ISABEL,2.25,-36.2314,-66.9381,Oil,
ARG,SANTO TOME,2.68,-28.5497,-56.0722,Oil,
ARG,SORRENTO,226.0,-32.9053,-60.6807,Coal,1962
ARG,SUDOESTE,140.0,-31.463,-64.2388,Gas,1981
ARG,Saujil,22.5,-28.165,-66.225,Solar,
ARG,TARTAGAL,17.0,-22.5099,-63.797,Gas,
ARG,TENARIS SIDERCA CETE II,163.2,-33.3655,-60.1435,Gas,1998
ARG,TOSTADO,3.2,-29.2352,-61.7577,Oil,
ARG,ULLUM,42.0,-31.4557,-68.7556,Hydro,
ARG,URUGUA-I,120.0,-25.8766,-54.5687,Hydro,1991
ARG,VENADO TUERTO,9.1,-33.7777,-61.9555,Oil,
ARG,VILLA GESELL,130.0,-37.2487,-56.9973,Gas,
ARG,VILLA MARIA (LAS PLAYAS),48.0,-39.0872,-67.0881,Gas,1971
ARG,VUELTA DE OBLIGADO,560.0,-32.5807,-60.7903,Gas,
ARG,YACYRETA,1550.0,-27.4827,-56.7397,Hydro,1995
ARM,Armenian-2,375.0,40.1805,44.1498,Nuclear,1980
ARM,Hrazadan,1110.0,40.564,44.7479,Gas,
ARM,New Yerevan,271.0,40.1152,44.4973,Gas,2010
ARM,Sevan-Hrazdan Cascade,561.0,40.5078,44.7606,Hydro,
ARM,Shamb,170.0,39.4743,46.1306,Hydro,1978
ARM,Spandaryan,76.0,39.6494,45.85,Hydro,1989
ARM,Tatev,158.0,39.3956,46.2578,Hydro,1970
ARM,Yerevan,550.0,40.1138,44.5038,Gas,
AUS,Adelaide Showgrounds,1.0,-34.9453,138.5882,Solar,
AUS,Albany Wind Farm,21.6,-35.0641,117.7977,Wind,
AUS,Amcor Gawler,4.0,-34.5509,138.7659,Oil,
AUS,Angaston,50.0,-34.5034,139.0246,Oil,
AUS,Anglesea,165.0,-38.3861,144.1828,Coal,
AUS,Angurugu,3.6,-13.8584,136.4209,Oil,
AUS,Appin (Mine),55.6,-34.2082,150.7722,Gas,
AUS,Ararat Wind Farm,240.0,-37.2385,143.0794,Wind,
AUS,Argyle Diamond Mine,32.0,-16.7162,128.4031,Oil,
AUS,Bairnsdale,94.0,-37.8429,147.5639,Gas,
AUS,Ballarat Base Hospital,3.0,-37.5596,143.8469,Gas,
AUS,Banimboola,12.85,-36.5344,147.4594,Hydro,
AUS,Bankstown Sports Club,2.0,-33.9197,151.0332,Oil,
AUS,Bannerton Solar Farm,88.0,-34.6899,142.7452,Solar,
AUS,Barcaldine (Len Wishaw),37.0,-23.5525,145.3142,Gas,
AUS,Barcaldine KDB,20.0,-23.549,145.318,Solar,
AUS,Barcaldine YD,10.9,-23.5388,145.2732,Solar,
AUS,Barron Gorge,60.0,-16.8502,145.6465,Hydro,
AUS,Bastyan,79.9,-41.736,145.5321,Hydro,
AUS,Bayswater,2640.0,-32.3953,150.9491,Coal,
AUS,Belconnen,1.0,-35.2142,148.9872,Waste,
AUS,Bell Bay (Bell Bay Three),115.0,-41.1429,146.903,Gas,
AUS,Bendeela (Shoalhaven Scheme),240.0,-34.7337,150.4669,Hydro,
AUS,Berrimah,10.0,-12.4262,130.9195,Gas,
AUS,Berwick,7.2,-38.1197,145.2665,Waste,
AUS,Beryl AU,87.0,-32.353,149.468,Solar,
AUS,Bidyadanga,1.3,-18.6816,121.7848,Oil,
AUS,Blayney Wind Farm,9.9,-33.6219,149.1982,Wind,
AUS,Blowering,70.0,-35.3986,148.2463,Hydro,
AUS,Blue Lake Milling Power Plant,1.0,-36.3164,140.7575,Oil,
AUS,Bluff Point (Woolnorth) Wind Farm,65.0,-40.7207,144.6869,Wind,
AUS,Boco Rock,113.0,-36.5763,149.1267,Wind,
AUS,Bodangora Wind Farm,113.0,-32.4146,149.0998,Wind,
AUS,Bogong (Mount Beauty Hydro Scheme),300.0,-36.8055,147.228,Hydro,
AUS,Braemar 1,504.0,-27.1109,150.9053,Gas,
AUS,Braemar 2,519.0,-27.1128,150.9049,Gas,
AUS,Bremer Bay Diesel Backup,1.3,-34.4018,119.3888,Oil,
AUS,Brewer,8.5,-23.8817,133.8281,Gas,
AUS,Brisbane BNE,6.0,-27.404,153.11,Solar,
AUS,Broadmeadows,12.2,-37.6878,144.9663,Waste,
AUS,Broadwater,38.0,-29.0118,153.4335,Biomass,
AUS,Broken Hill,50.0,-31.9863,141.4203,Gas,
AUS,Broken Hill Solar Plant,53.0,-31.9867,141.3915,Solar,
AUS,Brooklyn,2.83,-37.818,144.8319,Waste,
AUS,Broome,39.6,-17.981,122.2046,Gas,
AUS,Brown Mountain,4.95,-36.5951,149.474,Hydro,
AUS,Browns Plains,2.2,-27.6721,153.0663,Waste,
AUS,Bulwer Island,33.0,-27.4036,153.1363,Gas,
