ID,admin,prov,lat,lon,population
84001001,Autauga,Alabama,32.53952745,-86.64408227,55869
84001003,Baldwin,Alabama,30.72774991,-87.72207058,223234
84001005,Barbour,Alabama,31.868263,-85.3871286,24686
84001007,Bibb,Alabama,32.99642064,-87.12511459999996,22394
84001009,Blount,Alabama,33.98210918,-86.56790593,57826
84001011,Bullock,Alabama,32.10030533,-85.71265535,10101
84001013,Butler,Alabama,31.75300095,-86.68057478,19448
84001015,Calhoun,Alabama,33.77483727,-85.82630386,113605
84001017,Chambers,Alabama,32.91360079,-85.39072749,33254
84001019,Cherokee,Alabama,34.17805983,-85.60638968,26196
84001021,Chilton,Alabama,32.85044126,-86.7173256,44428
84001023,Choctaw,Alabama,32.02227341,-88.26564429999998,12589
84001025,Clarke,Alabama,31.68099859,-87.83548597,23622
84001027,Clay,Alabama,33.26984193,-85.85836077,13235
84001029,Cleburne,Alabama,33.67679204,-85.52005899,14910
84001031,Coffee,Alabama,31.39932826,-85.98901039,52342
84001033,Colbert,Alabama,34.69847452,-87.80168544,55241
84001035,Conecuh,Alabama,31.43401703,-86.99320044,12067
84001037,Coosa,Alabama,32.93690146,-86.24847739,10663
84001039,Covington,Alabama,31.2477854,-86.45050893,37049
84001041,Crenshaw,Alabama,31.72941803,-86.31593104,13772
84001043,Cullman,Alabama,34.13020303,-86.86888037,83768
84001045,Dale,Alabama,31.43037123,-85.61095742,49172
84001047,Dallas,Alabama,32.32688101,-87.10866709999998,37196
84001049,DeKalb,Alabama,34.45946862,-85.80782906,71513
84001051,Elmore,Alabama,32.59785413,-86.14415284,81209
84001053,Escambia,Alabama,31.1256789,-87.15918694,36633
84001055,Etowah,Alabama,34.04567266,-86.04051873,102268
84001057,Fayette,Alabama,33.72076938,-87.73886638,16302
84001059,Franklin,Alabama,34.44235334,-87.84289505,31362
84001061,Geneva,Alabama,31.09389027,-85.83572839,26271
84001063,Greene,Alabama,32.85504247,-87.95684022,8111
84001065,Hale,Alabama,32.76039258,-87.63284988,14651
84001067,Henry,Alabama,31.51148016,-85.24267944,17205
84001069,Houston,Alabama,31.15197924,-85.29939599,105882
84001071,Jackson,Alabama,34.78144169,-85.99750489,51626
84001073,Jefferson,Alabama,33.55554728,-86.89506300000002,658573
84001075,Lamar,Alabama,33.77995024,-88.09668032,13805
84001077,Lauderdale,Alabama,34.90171875,-87.65624729,92729
84001079,Lawrence,Alabama,34.52041498,-87.31069453,32924
84001081,Lee,Alabama,32.60154883,-85.35132246,164542
84001083,Limestone,Alabama,34.81185586,-86.98310072,98915
84001085,Lowndes,Alabama,32.1597283,-86.65158371,9726
84001087,Macon,Alabama,32.38759944,-85.69267724,18068
84001089,Madison,Alabama,34.76327133,-86.55069633,372909
84001091,Marengo,Alabama,32.24767634,-87.78796182,18863
84001093,Marion,Alabama,34.13697363,-87.88704173,29709
84001095,Marshall,Alabama,34.36975964,-86.30486727,96774
84001097,Mobile,Alabama,30.78472347,-88.20842409,413210
84001099,Monroe,Alabama,31.56729412,-87.36995001,20733
84001101,Montgomery,Alabama,32.2206831,-86.20969272,226486
84001103,Morgan,Alabama,34.45500589,-86.85475946,119679
84001105,Perry,Alabama,32.64048341,-87.29770589,8923
84001107,Pickens,Alabama,33.28094866,-88.08818103,19930
84001109,Pike,Alabama,31.80396383,-85.9408295,33114
84001111,Randolph,Alabama,33.29526734,-85.45708831,22722
84001113,Russell,Alabama,32.28725256,-85.18415324,57961
84001117,Shelby,Alabama,33.26879845,-86.66232561,217702
84001115,St. Clair,Alabama,33.71902176,-86.31029372,89512
84001119,Sumter,Alabama,32.59117397,-88.19916205,12427
84001121,Talladega,Alabama,33.37823223,-86.16886178,79978
84001123,Tallapoosa,Alabama,32.86698258,-85.79833053,40367
84001125,Tuscaloosa,Alabama,33.28726072,-87.52556818,209355
84001127,Walker,Alabama,33.80270512,-87.30027177,63521
84001129,Washington,Alabama,31.4092794,-88.20689944,16326
84001131,Wilcox,Alabama,31.98773215,-87.30891118,10373
84001133,Winston,Alabama,34.15030532,-87.37325922,23629
84002013,Aleutians East,Alaska,55.32222414,-161.9722021,3337
84002016,Aleutians West,Alaska,52.3233,-174.1596,5634
84002020,Anchorage,Alaska,61.14998174,-149.14269860000005,288000
84002050,Bethel,Alaska,60.90980451,-159.8561831,18386
84002060,Bristol Bay,Alaska,58.74513976,-156.701064,836
84002164,Bristol Bay plus Lake and Peninsula,Alaska,58.62403337,-156.21405890000003,1592
84002063,Chugach,Alaska,61.16666,-149.9,6751
84002066,Copper River,Alaska,60.3886,-162.8905196,2699
84002068,Denali,Alaska,63.67264044,-150.0076108,2097
84002070,Dillingham,Alaska,59.79603738,-158.23819419999995,4916
84002090,Fairbanks North Star,Alaska,64.80726247,-146.5692662,96849
84002100,Haines,Alaska,59.09893571,-135.4679843,2530
84002105,Hoonah-Angoon,Alaska,58.29307365,-135.64244240000002,2148
84002110,Juneau,Alaska,58.45031811,-134.200436,31974
84002122,Kenai Peninsula,Alaska,60.24429722,-151.53888840000005,58708
84002130,Ketchikan Gateway,Alaska,55.57445008,-130.975561,13901
84002150,Kodiak Island,Alaska,57.65529415,-153.7493579,12998
84002158,Kusilvak,Alaska,62.15429159999999,-163.39678830000005,8314
84002170,Matanuska-Susitna,Alaska,62.31305045,-149.5741743,108317
84002180,Nome,Alaska,64.90320724,-164.0353804,10004
84002185,North Slope,Alaska,69.31479216,-153.4836093,9832
84002188,Northwest Arctic,Alaska,67.04919196,-159.7503946,7621
84002195,Petersburg,Alaska,57.13978948,-132.9540995,3266
84002198,Prince of Wales-Hyder,Alaska,55.76261984,-133.0511621,6203
84002220,Sitka,Alaska,57.24124555,-135.3206587,8493
84002230,Skagway,Alaska,59.56149996,-135.3337748,1183
84002240,Southeast Fairbanks,Alaska,63.87692095,-143.2127643,6893
84002261,Valdez-Cordova,Alaska,61.47502768,-144.7126799,9202
84002275,Wrangell,Alaska,56.3202004,-132.05837309999998,2502
84002282,Yakutat,Alaska,59.8909808,-140.36014509999998,579
84002290,Yukon-Koyukuk,Alaska,65.50815459,-151.3907387,5230
16,None,American Samoa,-14.271,-170.132,55641
84004001,Apache,Arizona,35.39465006,-109.4892383,71887
84004003,Cochise,Arizona,31.87934684,-109.7516088,125922
84004005,Coconino,Arizona,35.83883429,-111.7707178,143476
84004007,Gila,Arizona,33.80190085,-110.8132779,54018
84004009,Graham,Arizona,32.93166885,-109.8882178,38837
84004011,Greenlee,Arizona,33.21498827,-109.2405279,9498
84004012,La Paz,Arizona,33.72854224,-113.9810029,21108
84004013,Maricopa,Arizona,33.34835867,-112.4918154,4485414
84004015,Mohave,Arizona,35.70471703,-113.7577902,212181
84004017,Navajo,Arizona,35.3997715,-110.3218983,110924
84004019,Pima,Arizona,32.0971334,-111.7890033,1047279
84004021,Pinal,Arizona,32.90525627,-111.3449483,462789
84004023,Santa Cruz,Arizona,31.52508998,-110.8479088,46498
84004025,Yavapai,Arizona,34.59933926,-112.5538588,235099
84004027,Yuma,Arizona,32.76895712,-113.90666740000002,213787
84005001,Arkansas,Arkansas,34.29145151,-91.37277296,17486
84005003,Ashley,Arkansas,33.19153461,-91.7698471,19657
84005005,Baxter,Arkansas,36.28784385,-92.33782872,41932
84005007,Benton,Arkansas,36.33644656,-94.25680817,279141
84005009,Boone,Arkansas,36.3084504,-93.09374925,37432
84005011,Bradley,Arkansas,33.46755808,-92.15980837,10763
84005013,Calhoun,Arkansas,33.55598792,-92.49974403,5189
84005015,Carroll,Arkansas,36.34038560000001,-93.54270261,28380
84005017,Chicot,Arkansas,33.26458973,-91.29539209,10118
84005019,Clark,Arkansas,34.04613432,-93.17484713,22320
84005021,Clay,Arkansas,36.36826212,-90.4148172,14551
84005023,Cleburne,Arkansas,35.53864922,-92.02640019,24919
84005025,Cleveland,Arkansas,33.89723187,-92.18537045,7956
84005027,Columbia,Arkansas,33.21230701,-93.22642793,23457
84005029,Conway,Arkansas,35.26205537,-92.70506566,20846
84005031,Craighead,Arkansas,35.83018283,-90.63235729,110332
84005033,Crawford,Arkansas,35.58928601,-94.2446814,63257
84005035,Crittenden,Arkansas,35.21247318,-90.30839406,47955
84005037,Cross,Arkansas,35.29631396,-90.77185818,16419
84005039,Dallas,Arkansas,33.97042763,-92.65167437,7009
84005041,Desha,Arkansas,33.83011025,-91.25500948,11361
84005043,Drew,Arkansas,33.59035001,-91.71777921,18219
84005045,Faulkner,Arkansas,35.14719007,-92.33717519,126007
84005047,Franklin,Arkansas,35.51202821,-93.89299569,17715
84005049,Fulton,Arkansas,36.38177105,-91.81729127,12477
84005051,Garland,Arkansas,34.57692074,-93.14921604,99386
84005053,Grant,Arkansas,34.29017991,-92.42320562,18265
84005055,Greene,Arkansas,36.11735460000001,-90.55832668,45325
84005057,Hempstead,Arkansas,33.73325583,-93.66935133,21532
84005059,Hot Spring,Arkansas,34.31709259,-92.95396325,33771
84005061,Howard,Arkansas,34.09007427,-93.9934871,13202
84005063,Independence,Arkansas,35.74242707,-91.57001641,37825
84005065,Izard,Arkansas,36.09604046,-91.90847954,13629
84005067,Jackson,Arkansas,35.59802983,-91.21494602,16719
84005069,Jefferson,Arkansas,34.26767081,-91.92619839,66824
84005071,Johnson,Arkansas,35.56759135,-93.46036368,26578
84005073,Lafayette,Arkansas,33.24116713,-93.60677071,6624
84005075,Lawrence,Arkansas,36.04188196,-91.10867198,16406
84005077,Lee,Arkansas,34.78498904,-90.78383866,8857
84005079,Lincoln,Arkansas,33.95317155,-91.74002806,13024
84005081,Little River,Arkansas,33.70375665,-94.23468591,12259
84005083,Logan,Arkansas,35.21413234,-93.71951016,21466
84005085,Lonoke,Arkansas,34.75392199,-91.88742357,73309
84005087,Madison,Arkansas,36.01038185,-93.72524943,16576
84005089,Marion,Arkansas,36.26844485,-92.68451899,16694
84005091,Miller,Arkansas,33.31403423,-93.89285258,43257
84005093,Mississippi,Arkansas,35.76271485,-90.05194370000002,40651
84005095,Monroe,Arkansas,34.6815935,-91.20540287,6701
84005097,Montgomery,Arkansas,34.53704874,-93.65824478,8986
84005099,Nevada,Arkansas,33.66340119,-93.30632432,8252
84005101,Newton,Arkansas,35.91947491,-93.21612969,7753
84005103,Ouachita,Arkansas,33.58839816,-92.87795984,23382
84005105,Perry,Arkansas,34.9459153,-92.94372564,10455
84005107,Phillips,Arkansas,34.43268455,-90.84800154,17782
84005109,Pike,Arkansas,34.16250414,-93.65789349,10718
84005111,Poinsett,Arkansas,35.57433534,-90.66268713,23528
84005113,Polk,Arkansas,34.48254879,-94.22728802,19964
84005115,Pope,Arkansas,35.44871474,-93.03212219,64072
84005117,Prairie,Arkansas,34.83624419,-91.55162157,8062
84005119,Pulaski,Arkansas,34.77054088,-92.31355101,391911
84005121,Randolph,Arkansas,36.3415714,-91.02455531,17958
84005125,Saline,Arkansas,34.64916145,-92.67583224,122437
84005127,Scott,Arkansas,34.85588887,-94.0632176,10281
84005129,Searcy,Arkansas,35.9109364,-92.69936482,7881
84005131,Sebastian,Arkansas,35.19605503,-94.27162713,127827
84005133,Sevier,Arkansas,33.99780401,-94.2424869,17007
84005135,Sharp,Arkansas,36.16258158,-91.47819342,17442
84005123,St. Francis,Arkansas,35.02201976,-90.74828138,24994
84005137,Stone,Arkansas,35.86251946,-92.15684085,12506
84005139,Union,Arkansas,33.16887091,-92.59746952,38682
84005141,Van Buren,Arkansas,35.58095779,-92.51295036,16545
84005143,Washington,Arkansas,35.976844,-94.21800746,239187
84005145,White,Arkansas,35.25688493,-91.74908296,78753
84005147,Woodruff,Arkansas,35.18902527,-91.2439489,6320
84005149,Yell,Arkansas,35.00292371,-93.41171338,21341
84006001,Alameda,California,37.64629437,-121.8929271,1671329
84006003,Alpine,California,38.59678594,-119.8223594,1129
84006005,Amador,California,38.44583082,-120.65696,39752
84006007,Butte,California,39.66727762,-121.6005252,219186
84006009,Calaveras,California,38.20537103,-120.552913,45905
84006011,Colusa,California,39.17881957,-122.2331726,21547
84006013,Contra Costa,California,37.91923498,-121.9289527,1153526
84006015,Del Norte,California,41.74228275,-123.8974063,27812
84006017,El Dorado,California,38.77965956,-120.5233166,192843
84006019,Fresno,California,36.75733899,-119.6466953,999101
84006021,Glenn,California,39.59875897,-122.3938452,28393
84006023,Humboldt,California,40.69923009,-123.876044,135558
84006025,Imperial,California,33.0393082,-115.3669042,181215
84006027,Inyo,California,36.51112084,-117.41119779999998,18039
84006029,Kern,California,35.34329425,-118.7277796,900202
84006031,Kings,California,36.07409056,-119.8159973,152940
84006033,Lake,California,39.10124298,-122.7536244,64386
84006035,Lassen,California,40.67311306,-120.59350990000002,30573
84006037,Los Angeles,California,34.30828379,-118.2282411,10039107
84006039,Madera,California,37.21513971,-119.76655890000002,157327
84006041,Marin,California,38.07122463,-122.7210631,258826
84006043,Mariposa,California,37.57978556,-119.9073334,17203
84006045,Mendocino,California,39.4381191,-123.3911313,86749
84006047,Merced,California,37.18922369,-120.7209035,277680
84006049,Modoc,California,41.58965602,-120.7244817,8841
84006051,Mono,California,37.93899289,-118.8872409,14444
84006053,Monterey,California,36.21862405,-121.2413397,434061
84006055,Napa,California,38.50735751,-122.332839,137744
84006057,Nevada,California,39.30394768,-120.7627281,99755
84006059,Orange,California,33.70147516,-117.76459979999998,3175692
84006061,Placer,California,39.06167234,-120.7240569,398329
84006063,Plumas,California,40.00355989,-120.8395236,18807
84006065,Riverside,California,33.74314981,-115.9933578,2470546
84006067,Sacramento,California,38.45106826,-121.3425374,1552058
84006069,San Benito,California,36.60308176,-121.069975,62808
84006071,San Bernardino,California,34.84060306,-116.1774685,2180085
84006073,San Diego,California,33.03484597,-116.7365326,3338330
84006075,San Francisco,California,37.75215114,-122.4385672,881549
84006077,San Joaquin,California,37.93433732,-121.2730061,762148
84006079,San Luis Obispo,California,35.38822029,-120.4039028,283111
84006081,San Mateo,California,37.4228808,-122.32755459999998,766573
84006083,Santa Barbara,California,34.65329488,-120.0188492,446499
84006085,Santa Clara,California,37.23104908,-121.6970462,1927852
84006087,Santa Cruz,California,37.05580291,-122.0066524,273213
84006089,Shasta,California,40.76391419,-122.0396884,180080
84006091,Sierra,California,39.57713498,-120.52007009999998,3005
84006093,Siskiyou,California,41.59198861,-122.5407434,43539
84006095,Solano,California,38.26827353,-121.9357113,447643
84006097,Sonoma,California,38.52746429,-122.8862506,494336
84006099,Stanislaus,California,37.55862499,-120.9970722,550660
84006101,Sutter,California,39.03417539,-121.6945899,96971
84006103,Tehama,California,40.12570935,-122.2370171,65084
84006105,Trinity,California,40.64917670000001,-123.114713,12285
84006107,Tulare,California,36.22026558,-118.8020203,466195
84006109,Tuolumne,California,38.02644018,-119.9525093,54478
84006111,Ventura,California,34.44465746,-119.0910613,846006
84006113,Yolo,California,38.68278902,-121.9018288,220500
84006115,Yuba,California,39.26255932,-121.3535644,78668
84008001,Adams,Colorado,39.87432092,-104.3362578,517421
84008003,Alamosa,Colorado,37.57250606,-105.7885451,16233
84008005,Arapahoe,Colorado,39.64977461,-104.3353617,656590
84008007,Archuleta,Colorado,37.19474156,-107.0476867,14029
84008009,Baca,Colorado,37.31940883,-102.5603223,3581
84008011,Bent,Colorado,37.95474293,-103.0720195,5577
84008013,Boulder,Colorado,40.09313619,-105.3546767,326196
84008014,Broomfield,Colorado,39.95998787,-105.0566324,70465
84008015,Chaffee,Colorado,38.74745778,-106.19265729999998,20356
84008017,Cheyenne,Colorado,38.82777431,-102.6032558,1831
84008019,Clear Creek,Colorado,39.68864463,-105.6463118,9700
84008021,Conejos,Colorado,37.201606,-106.19174879999998,8205
84008023,Costilla,Colorado,37.27732493,-105.4276548,3887
84008025,Crowley,Colorado,38.32608609,-103.7844965,6061
84008027,Custer,Colorado,38.10883162,-105.3683478,5068
84008029,Delta,Colorado,38.86246243,-107.8631342,31162
84008031,Denver,Colorado,39.76018276,-104.8725695,727211
84008033,Dolores,Colorado,37.75208676,-108.5211585,2055
84008035,Douglas,Colorado,39.33133796,-104.930001,351154
84008037,Eagle,Colorado,39.62754308,-106.6933637,55127
84008041,El Paso,Colorado,38.83240149,-104.5251411,720403
84008039,Elbert,Colorado,39.28656773,-104.1358721,26729
84008043,Fremont,Colorado,38.47362326,-105.4399667,47839
84008045,Garfield,Colorado,39.59921777,-107.902708,60061
84008047,Gilpin,Colorado,39.85646523,-105.5252597,6243
84008049,Grand,Colorado,40.10603347,-106.1178042,15734
84008051,Gunnison,Colorado,38.66611652,-107.0320729,17462
84008053,Hinsdale,Colorado,37.82247444,-107.3004345,820
84008055,Huerfano,Colorado,37.68473101,-104.9612585,6897
84008057,Jackson,Colorado,40.66593870000001,-106.3408905,1392
84008059,Jefferson,Colorado,39.58635604,-105.2517692,582881
84008061,Kiowa,Colorado,38.43260896,-102.7392145,1406
84008063,Kit Carson,Colorado,39.30497777,-102.6022199,7097
84008067,La Plata,Colorado,37.28632032,-107.8429014,56221
84008065,Lake,Colorado,39.20278823,-106.3555697,8127
84008069,Larimer,Colorado,40.66671597,-105.4625784,356899
84008071,Las Animas,Colorado,37.3153406,-104.0376458,14506
84008073,Lincoln,Colorado,38.98749519,-103.5136649,5701
84008075,Logan,Colorado,40.7249637,-103.110817,22409
84008077,Mesa,Colorado,39.01787888,-108.469799,154210
84008079,Mineral,Colorado,37.66954283,-106.9281698,769
84008081,Moffat,Colorado,40.61810999,-108.2070876,13283
84008083,Montezuma,Colorado,37.33859579,-108.5958857,26183
84008085,Montrose,Colorado,38.40214114,-108.26390220000002,42758
84008087,Morgan,Colorado,40.26279810000001,-103.8093302,29068
84008089,Otero,Colorado,37.9014485,-103.7173385,18278
84008091,Ouray,Colorado,38.14717457,-107.7675136,4952
84008093,Park,Colorado,39.120926,-105.7182065,18845
84008095,Phillips,Colorado,40.59414277,-102.3577703,4265
84008097,Pitkin,Colorado,39.21720112,-106.9310027,17767
84008099,Prowers,Colorado,37.95544985,-102.3926052,12172
84008101,Pueblo,Colorado,38.17359144,-104.5127437,168424
84008103,Rio Blanco,Colorado,39.97913541,-108.2179009,6324
84008105,Rio Grande,Colorado,37.5836865,-106.3847838,11267
84008107,Routt,Colorado,40.48596505,-106.9905548,25638
84008109,Saguache,Colorado,38.08054629,-106.282466,6824
84008111,San Juan,Colorado,37.76248981,-107.67632890000002,728
84008113,San Miguel,Colorado,38.00450883,-108.4020725,8179
84008115,Sedgwick,Colorado,40.87595412,-102.3519227,2248
84008117,Summit,Colorado,39.63803232,-106.1150762,31011
84008119,Teller,Colorado,38.88133511,-105.1614893,25388
84008121,Washington,Colorado,39.97015535,-103.202587,4908
84008123,Weld,Colorado,40.55499405,-104.3929621,324492
84008125,Yuma,Colorado,40.00346839,-102.4258673,10019
84009001,Fairfield,Connecticut,41.26809896,-73.3881171,943332
84009003,Hartford,Connecticut,41.80283011,-72.73103891,891720
84009005,Litchfield,Connecticut,41.7937534,-73.2451475,180333
84009007,Middlesex,Connecticut,41.45949668,-72.53714864,162436
84009009,New Haven,Connecticut,41.4080325,-72.93620426,854757
84009011,New London,Connecticut,41.48896435,-72.10430976,265206
84009013,Tolland,Connecticut,41.85853803,-72.3308481,150721
84009015,Windham,Connecticut,41.82972709,-71.98182316,116782
84010001,Kent,Delaware,39.08646628,-75.56884914,180786
84010003,New Castle,Delaware,39.57992638,-75.64054974,558753
84010005,Sussex,Delaware,38.66143781,-75.39031349,234225
84011001,District of Columbia,District of Columbia,38.90417773,-77.01655992,705749
84012001,Alachua,Florida,29.67866525,-82.35928158,269043
84012003,Baker,Florida,30.33060121,-82.28467476,29210
84012005,Bay,Florida,30.26548745,-85.62122584,174705
84012007,Bradford,Florida,29.95079741,-82.16611613,28201
84012009,Brevard,Florida,28.29409504,-80.73091022,601942
84012011,Broward,Florida,26.15184651,-80.48725556,1952778
84012013,Calhoun,Florida,30.40666734,-85.19394153,14105
84012015,Charlotte,Florida,26.90131002,-81.92949121,188910
84012017,Citrus,Florida,28.84804315,-82.47614748,149657
84012019,Clay,Florida,29.98319144,-81.85609986,219252
84012021,Collier,Florida,26.11091986,-81.34687065,384902
84012023,Columbia,Florida,30.22509788,-82.62160164,71686
84012027,DeSoto,Florida,27.18677893,-81.80941373,38001
84012029,Dixie,Florida,29.60631086,-83.15724673,16826
84012031,Duval,Florida,30.33225875,-81.66976468,957755
84012033,Escambia,Florida,30.67652764,-87.37284571,318316
84012035,Flagler,Florida,29.45933576,-81.31508595,115081
84012037,Franklin,Florida,29.83791238,-84.82731662,12125
84012039,Gadsden,Florida,30.57796289,-84.61915825,45660
84012041,Gilchrist,Florida,29.72856978,-82.79880657,18582
84012043,Glades,Florida,26.95635849,-81.18996211,13811
84012045,Gulf,Florida,29.93543004,-85.24270990000002,13639
84012047,Hamilton,Florida,30.49673973,-82.94998918,14428
84012049,Hardee,Florida,27.49293939,-81.80956574,26937
84012051,Hendry,Florida,26.55386945,-81.16469006,42022
84012053,Hernando,Florida,28.55364461,-82.42700204,193920
84012055,Highlands,Florida,27.34254618,-81.34071957,106221
84012057,Hillsborough,Florida,27.9276559,-82.32013172,1471968
84012059,Holmes,Florida,30.86747479,-85.81319222,19617
84012061,Indian River,Florida,27.69308961,-80.60556721,159923
84012063,Jackson,Florida,30.7954597,-85.21500423,46414
84012065,Jefferson,Florida,30.43669112,-83.89442308,14246
84012067,Lafayette,Florida,29.98484137,-83.18166636,8422
84012069,Lake,Florida,28.76202069,-81.7125123,367118
84012071,Lee,Florida,26.58410348,-81.88399313,770577
84012073,Leon,Florida,30.45955727,-84.27491114,293582
84012075,Levy,Florida,29.31829741,-82.74007147,41503
84012077,Liberty,Florida,30.23766008,-84.8829258,8354
84012079,Madison,Florida,30.44396917,-83.47398594,18493
84012081,Manatee,Florida,27.47196942,-82.31831044,403253
84012083,Marion,Florida,29.21227113,-82.05803627,365579
84012085,Martin,Florida,27.0772071,-80.43109784,161000
84012086,Miami-Dade,Florida,25.6112362,-80.55170587,2716940
84012087,Monroe,Florida,25.20904673,-81.07812416,74228
84012089,Nassau,Florida,30.61037141,-81.80297522,88625
84012091,Okaloosa,Florida,30.69143028,-86.59267105,210738
84012093,Okeechobee,Florida,27.386336199999995,-80.88944347,42168
84012095,Orange,Florida,28.51367621,-81.31799498,1393452
84012097,Osceola,Florida,28.06312234,-81.14882926,375751
84012099,Palm Beach,Florida,26.64676272,-80.46536002,1496770
84012101,Pasco,Florida,28.30810945,-82.40227529,553947
84012103,Pinellas,Florida,27.93130349,-82.72239666,974996
84012105,Polk,Florida,27.95027105,-81.69732947,724777
84012107,Putnam,Florida,29.60779729,-81.74230285,74521
84012113,Santa Rosa,Florida,30.69341450000001,-87.02458128,184313
84012115,Sarasota,Florida,27.18546175,-82.33174248,433742
84012117,Seminole,Florida,28.7158582,-81.24060348,471826
84012109,St. Johns,Florida,29.90096506,-81.43589967,264672
84012111,St. Lucie,Florida,27.37763908,-80.47106649,328297
84012119,Sumter,Florida,28.70181754,-82.0794267,132420
84012121,Suwannee,Florida,30.19746066,-82.99099670000003,44417
84012123,Taylor,Florida,30.04848048,-83.60445406,21569
84012125,Union,Florida,30.04412971,-82.37497443,15237
84012127,Volusia,Florida,29.05858895,-81.18263252,553284
84012129,Wakulla,Florida,30.16548905,-84.39895211,33739
84012131,Walton,Florida,30.64204028,-86.16935664,74071
84012133,Washington,Florida,30.61359259,-85.66002461,25473
84013001,Appling,Georgia,31.74847232,-82.28909114,18386
84013003,Atkinson,Georgia,31.29633502,-82.87545866,8165
84013005,Bacon,Georgia,31.55456473,-82.45936528,11164
84013007,Baker,Georgia,31.32669878,-84.44218806,3038
84013009,Baldwin,Georgia,33.06882326,-83.24701748,44890
84013011,Banks,Georgia,34.35607081,-83.49644388,19234
84013013,Barrow,Georgia,33.99148694,-83.71436292,83240
84013015,Bartow,Georgia,34.23732119,-84.83887523,107738
84013017,Ben Hill,Georgia,31.76095874,-83.22145359,16700
84013019,Berrien,Georgia,31.27590016,-83.22529920000002,19397
84013021,Bibb,Georgia,32.80904227,-83.70489165,153159
84013023,Bleckley,Georgia,32.43829035,-83.33035166,12873
84013025,Brantley,Georgia,31.19576557,-81.97743999,19109
84013027,Brooks,Georgia,30.83922642,-83.58303423,15457
84013029,Bryan,Georgia,32.00979311,-81.44002948,39627
84013031,Bulloch,Georgia,32.39577406,-81.74811421,79608
84013033,Burke,Georgia,33.05917989,-81.99928721,22383
84013035,Butts,Georgia,33.283094500000004,-83.95435040000002,24936
84013037,Calhoun,Georgia,31.53169785,-84.62725131,6189
84013039,Camden,Georgia,30.92951916,-81.66601818,54666
84013043,Candler,Georgia,32.40209349,-82.07702563,10803
84013045,Carroll,Georgia,33.58138199,-85.07976677,119992
84013047,Catoosa,Georgia,34.89872298,-85.13757014,67580
84013049,Charlton,Georgia,30.78371028,-82.13951596,13392
84013051,Chatham,Georgia,32.00043026,-81.12489526,289430
84013053,Chattahoochee,Georgia,32.34341231,-84.78809239,10907
84013055,Chattooga,Georgia,34.47197698,-85.34535662,24789
84013057,Cherokee,Georgia,34.24393976,-84.47431861,258773
84013059,Clarke,Georgia,33.95436462,-83.37124007,128331
84013061,Clay,Georgia,31.62221166,-84.97713865,2834
84013063,Clayton,Georgia,33.54187245,-84.35594188,292256
84013065,Clinch,Georgia,30.91395822,-82.70432472,6618
84013067,Cobb,Georgia,33.94243204,-84.5761255,760141
84013069,Coffee,Georgia,31.54892966,-82.85492059999999,43273
84013071,Colquitt,Georgia,31.18810588,-83.7677946,45600
84013073,Columbia,Georgia,33.54534185,-82.263524,156714
84013075,Cook,Georgia,31.16068491,-83.42947229,17270
84013077,Coweta,Georgia,33.35334302,-84.76129976,148509
84013079,Crawford,Georgia,32.71391813,-83.98061238,12404
84013081,Crisp,Georgia,31.92289565,-83.76811843,22372
84013083,Dade,Georgia,34.854916700000004,-85.50490424,16116
84013085,Dawson,Georgia,34.44244079,-84.16964071,26108
84013089,DeKalb,Georgia,33.76944049,-84.22396017,759297
84013087,Decatur,Georgia,30.87967778,-84.57619536,26404
84013091,Dodge,Georgia,32.17265114,-83.16948926,20605
84013093,Dooly,Georgia,32.15630737,-83.79746561,13390
84013095,Dougherty,Georgia,31.53328528,-84.21722377,87956
84013097,Douglas,Georgia,33.70291126,-84.77026156,146343
84013099,Early,Georgia,31.32155345,-84.90255207,10190
84013101,Echols,Georgia,30.71101099,-82.89687287,4006
84013103,Effingham,Georgia,32.36616021,-81.34280942,64296
84013105,Elbert,Georgia,34.11302332,-82.83936148,19194
84013107,Emanuel,Georgia,32.59221302,-82.30239915,22646
84013109,Evans,Georgia,32.15328841,-81.8870105,10654
84013111,Fannin,Georgia,34.86430205,-84.316964,26188
84013113,Fayette,Georgia,33.41357794,-84.49089434,114421
84013115,Floyd,Georgia,34.26268279,-85.21577392,98498
84013117,Forsyth,Georgia,34.22604035,-84.12315129999998,244252
84013119,Franklin,Georgia,34.37525597,-83.23159927,23349
84013121,Fulton,Georgia,33.79216944,-84.46319413,1063937
